game_id,venue,venue_time_zone_tz
2014020870,United Center,CDT
2014020643,STAPLES Center,PDT
2014020427,Scottrade Center,CDT
2014020671,SAP Center at San Jose,PDT
2014020217,Honda Center,PDT
2014021215,Nationwide Arena,EDT
2014021045,Bridgestone Arena,CDT
2014021063,First Niagara Center,EDT
2014020902,MTS Centre,CDT
2014020444,Gila River Arena,MST
2014020827,Bridgestone Arena,CDT
2014021105,PNC Arena,EDT
2014020576,PNC Arena,EDT
2014020242,Wells Fargo Center,EDT
2014020243,Verizon Center,EDT
2014021189,SAP Center at San Jose,PDT
2014020528,Honda Center,PDT
2014020212,Gila River Arena,MST
2014020261,Xcel Energy Center,CDT
2014020716,Amalie Arena,EDT
2014021154,Centre Bell,EDT
2014020605,Gila River Arena,MST
2014020350,Bridgestone Arena,CDT
2014020194,Pepsi Center,MDT
2014020537,United Center,CDT
2014021059,American Airlines Center,CDT
2014021044,BB&T Center,EDT
2014020253,Amalie Arena,EDT
2014020353,Gila River Arena,MST
2014020486,PNC Arena,EDT
2014021060,Scotiabank Saddledome,MDT
2014020766,Gila River Arena,MST
2014020552,Honda Center,PDT
2014020206,Canadian Tire Centre,EDT
2014021204,Wells Fargo Center,EDT
2014020988,Rogers Arena,PDT
2014020025,Nationwide Arena,EDT
2014020575,SAP Center at San Jose,PDT
2014020613,Wells Fargo Center,EDT
2014020823,Canadian Tire Centre,EDT
2014020071,United Center,CDT
2014020265,Rexall Place,MDT
2014021014,Verizon Center,EDT
2014020198,PNC Arena,EDT
2014020124,TD Garden,EDT
2014020999,Air Canada Centre,EDT
2014020771,MTS Centre,CDT
2014020465,Xcel Energy Center,CDT
2014020694,Pepsi Center,MDT
2014020926,Nationwide Arena,EDT
2014020451,Nassau Coliseum,EDT
2014020404,Canadian Tire Centre,EDT
2014020590,American Airlines Center,CDT
2014020327,BB&T Center,EDT
2014020263,United Center,CDT
2014020865,American Airlines Center,CDT
2014020270,Nationwide Arena,EDT
2014020799,Nassau Coliseum,EDT
2014021212,Rexall Place,MDT
2014020998,Pepsi Center,MDT
2014020806,CONSOL Energy Center,EDT
2014020677,Air Canada Centre,EDT
2014020906,Verizon Center,EDT
2014020334,Honda Center,PDT
2014020734,MTS Centre,CDT
2014020932,SAP Center at San Jose,PDT
2014020210,Scottrade Center,CDT
2014020646,Wells Fargo Center,EDT
2014020648,Amalie Arena,EDT
2014020851,Scottrade Center,CDT
2014021126,Pepsi Center,MDT
2014020611,Scotiabank Saddledome,MDT
2014020997,Xcel Energy Center,CDT
2014020304,Pepsi Center,MDT
2014020973,BB&T Center,EDT
2014020831,Scotiabank Saddledome,MDT
2014020914,MTS Centre,CDT
2014021096,Bridgestone Arena,CDT
2014020070,American Airlines Center,CDT
2014021147,Bridgestone Arena,CDT
2014020873,Verizon Center,EDT
2014020142,Amalie Arena,EDT
2014021224,PNC Arena,EDT
2014020079,TD Garden,EDT
2014020770,Nationwide Arena,EDT
2014020670,STAPLES Center,PDT
2014020348,Madison Square Garden,EDT
2014020921,American Airlines Center,CDT
2014020314,Joe Louis Arena,EDT
2014020164,First Niagara Center,EDT
2014020300,Wells Fargo Center,EDT
2014020303,American Airlines Center,CDT
2014021077,Gila River Arena,MST
2014020466,Rogers Arena,PDT
2014020287,Scotiabank Saddledome,MDT
2014020247,Rogers Arena,PDT
2014020508,Joe Louis Arena,EDT
2014020817,STAPLES Center,PDT
2014020524,Pepsi Center,MDT
2014020184,First Niagara Center,EDT
2014020284,MTS Centre,CDT
2014021004,PNC Arena,EDT
2014020708,Prudential Center,EDT
2014020439,Nassau Coliseum,EDT
2014021122,Centre Bell,EDT
2014020089,Canadian Tire Centre,EDT
2014020955,Honda Center,PDT
2014021228,Pepsi Center,MDT
2014021170,TD Garden,EDT
2014020317,Scottrade Center,CDT
2014020250,STAPLES Center,PDT
2014021163,Prudential Center,EDT
2014020029,Pepsi Center,MDT
2014021072,Prudential Center,EDT
2014020939,Madison Square Garden,EDT
2014020495,United Center,CDT
2014020715,Canadian Tire Centre,EDT
2014020636,Bridgestone Arena,CDT
2014020963,STAPLES Center,PDT
2014020846,Prudential Center,EDT
2014020190,Amalie Arena,EDT
2014021002,TD Garden,EDT
2014021160,United Center,CDT
2014020448,Air Canada Centre,EDT
2014021088,Scotiabank Saddledome,MDT
2014020499,BB&T Center,EDT
2014021172,BB&T Center,EDT
2014020512,American Airlines Center,CDT
2014021127,Rogers Arena,PDT
2014020148,Nationwide Arena,EDT
2014020268,First Niagara Center,EDT
2014020487,Nationwide Arena,EDT
2014020481,Air Canada Centre,EDT
2014020492,Rexall Place,MDT
2014020927,TD Garden,EDT
2014021085,Air Canada Centre,EDT
2014020550,Joe Louis Arena,EDT
2014020985,United Center,CDT
2014020683,Madison Square Garden,EDT
2014020406,Madison Square Garden,EDT
2014020980,PNC Arena,EDT
2014020838,Nassau Coliseum,EDT
2014020207,Wells Fargo Center,EDT
2014021199,Rexall Place,MDT
2014020909,Madison Square Garden,EDT
2014020173,Prudential Center,EDT
2014020794,Xcel Energy Center,CDT
2014020919,PNC Arena,EDT
2014020711,Nassau Coliseum,EDT
2014020560,CONSOL Energy Center,EDT
2014020129,Air Canada Centre,EDT
2014020063,First Niagara Center,EDT
2014020589,United Center,CDT
2014020087,Pepsi Center,MDT
2014020277,STAPLES Center,PDT
2014020172,TD Garden,EDT
2014020894,TD Garden,EDT
2014020529,TD Garden,EDT
2014020933,MTS Centre,CDT
2014020412,Air Canada Centre,EDT
2014020416,American Airlines Center,CDT
2014020449,United Center,CDT
2014020167,Verizon Center,EDT
2014021208,Scottrade Center,CDT
2014020354,STAPLES Center,PDT
2014021005,Centre Bell,EDT
2014021129,Canadian Tire Centre,EDT
2014020369,Scotiabank Saddledome,MDT
2014020464,Prudential Center,EDT
2014020175,Verizon Center,EDT
2014020595,CONSOL Energy Center,EDT
2014020160,PNC Arena,EDT
2014021071,BB&T Center,EDT
2014020052,Verizon Center,EDT
2014020111,Wells Fargo Center,EDT
2014021144,Nationwide Arena,EDT
2014020297,Air Canada Centre,EDT
2014020505,Nassau Coliseum,EDT
2014021053,Air Canada Centre,EDT
2014020054,Canadian Tire Centre,EDT
2014020546,First Niagara Center,EDT
2014020812,Canadian Tire Centre,EDT
2014020659,Honda Center,PDT
2014020258,Scottrade Center,CDT
2014020591,Gila River Arena,MST
2014020573,Gila River Arena,MST
2014020880,Scottrade Center,CDT
2014020442,MTS Centre,CDT
2014020741,Rogers Arena,PDT
2014020091,Rexall Place,MDT
2014020878,Prudential Center,EDT
2014021133,Prudential Center,EDT
2014020056,First Niagara Center,EDT
2014020074,STAPLES Center,PDT
2014020946,BB&T Center,EDT
2014020739,Verizon Center,EDT
2014020260,PNC Arena,EDT
2014020803,Scottrade Center,CDT
2014020847,Wells Fargo Center,EDT
2014020578,Canadian Tire Centre,EDT
2014020469,PNC Arena,EDT
2014020553,American Airlines Center,CDT
2014020686,Centre Bell,EDT
2014020126,Wells Fargo Center,EDT
2014020856,Pepsi Center,MDT
2014020815,Xcel Energy Center,CDT
2014020150,American Airlines Center,CDT
2014020226,Scottrade Center,CDT
2014021220,First Niagara Center,EDT
2014020187,TD Garden,EDT
2014020875,Air Canada Centre,EDT
2014020978,STAPLES Center,PDT
2014020969,Honda Center,PDT
2014020905,Prudential Center,EDT
2014020447,SAP Center at San Jose,PDT
2014020756,Madison Square Garden,EDT
2014020622,STAPLES Center,PDT
2014020266,Madison Square Garden,EDT
2014021113,United Center,CDT
2014020179,Xcel Energy Center,CDT
2014020602,Bridgestone Arena,CDT
2014020315,BB&T Center,EDT
2014020288,Rogers Arena,PDT
2014020391,STAPLES Center,PDT
2014020146,Pepsi Center,MDT
2014020822,Rogers Arena,PDT
2014020768,Prudential Center,EDT
2014020503,TD Garden,EDT
2014020214,Joe Louis Arena,EDT
2014020665,Amalie Arena,EDT
2014020540,Gila River Arena,MST
2014020679,Scottrade Center,CDT
2014020001,Air Canada Centre,EDT
2014021162,First Niagara Center,EDT
2014020935,CONSOL Energy Center,EDT
2014020773,Bridgestone Arena,CDT
2014020994,Centre Bell,EDT
2014020791,TD Garden,EDT
2014020754,Rogers Arena,PDT
2014020425,Canadian Tire Centre,EDT
2014020781,Gila River Arena,MST
2014020713,Wells Fargo Center,EDT
2014020373,United Center,CDT
2014020178,Canadian Tire Centre,EDT
2014020032,SAP Center at San Jose,PDT
2014020006,Wells Fargo Center,EDT
2014020395,BB&T Center,EDT
2014020483,Prudential Center,EDT
2014020363,Nassau Coliseum,EDT
2014020004,STAPLES Center,PDT
2014020913,Bridgestone Arena,CDT
2014021019,CONSOL Energy Center,EDT
2014020929,Wells Fargo Center,EDT
2014020598,TD Garden,EDT
2014020785,BB&T Center,EDT
2014021148,MTS Centre,CDT
2014020176,Nationwide Arena,EDT
2014020960,BB&T Center,EDT
2014020898,Nationwide Arena,EDT
2014021155,Canadian Tire Centre,EDT
2014021011,Gila River Arena,MST
2014021183,Wells Fargo Center,EDT
2014020832,STAPLES Center,PDT
2014021091,Madison Square Garden,EDT
2014020383,Bridgestone Arena,CDT
2014020695,Honda Center,PDT
2014020106,SAP Center at San Jose,PDT
2014020352,Pepsi Center,MDT
2014021107,Canadian Tire Centre,EDT
2014020682,SAP Center at San Jose,PDT
2014021166,SAP Center at San Jose,PDT
2014020551,BB&T Center,EDT
2014020248,TD Garden,EDT
2014020292,CONSOL Energy Center,EDT
2014020398,Bridgestone Arena,CDT
2014020399,American Airlines Center,CDT
2014020062,Honda Center,PDT
2014020326,Amalie Arena,EDT
2014021118,Wells Fargo Center,EDT
2014020472,STAPLES Center,PDT
2014020159,CONSOL Energy Center,EDT
2014020061,Rexall Place,MDT
2014020491,Joe Louis Arena,EDT
2014020541,BB&T Center,EDT
2014020971,Air Canada Centre,EDT
2014020034,STAPLES Center,PDT
2014020380,Joe Louis Arena,EDT
2014020274,American Airlines Center,CDT
2014020299,Nassau Coliseum,EDT
2014020375,Honda Center,PDT
2014020138,First Niagara Center,EDT
2014020975,Nationwide Arena,EDT
2014020428,Pepsi Center,MDT
2014020751,Bridgestone Arena,CDT
2014020271,Air Canada Centre,EDT
2014020309,Madison Square Garden,EDT
2014020634,PNC Arena,EDT
2014020510,Rexall Place,MDT
2014020223,Verizon Center,EDT
2014020884,Wells Fargo Center,EDT
2014021145,Air Canada Centre,EDT
2014020970,TD Garden,EDT
2014020316,Nationwide Arena,EDT
2014020853,Canadian Tire Centre,EDT
2014020232,Honda Center,PDT
2014020496,MTS Centre,CDT
2014020361,Honda Center,PDT
2014020582,Rexall Place,MDT
2014021075,Bridgestone Arena,CDT
2014020681,STAPLES Center,PDT
2014021003,CONSOL Energy Center,EDT
2014020937,American Airlines Center,CDT
2014021120,Joe Louis Arena,EDT
2014020925,Nassau Coliseum,EDT
2014021084,PNC Arena,EDT
2014020236,Amalie Arena,EDT
2014021226,Scottrade Center,CDT
2014020678,BB&T Center,EDT
2014020385,Gila River Arena,MST
2014020441,Nationwide Arena,EDT
2014020024,Wells Fargo Center,EDT
2014020961,Bridgestone Arena,CDT
2014021205,Centre Bell,EDT
2014020654,Nassau Coliseum,EDT
2014021150,CONSOL Energy Center,EDT
2014021221,Air Canada Centre,EDT
2014021193,Joe Louis Arena,EDT
2014020635,Scottrade Center,CDT
2014020257,Bridgestone Arena,CDT
2014020996,Scottrade Center,CDT
2014020774,Amalie Arena,EDT
2014020618,Nationwide Arena,EDT
2014020728,Joe Louis Arena,EDT
2014021070,Canadian Tire Centre,EDT
2014021061,Rogers Arena,PDT
2014020076,MTS Centre,CDT
2014020621,Rogers Arena,PDT
2014020189,Canadian Tire Centre,EDT
2014020099,STAPLES Center,PDT
2014021037,First Niagara Center,EDT
2014020640,Nationwide Arena,EDT
2014020097,Xcel Energy Center,CDT
2014020066,Joe Louis Arena,EDT
2014020293,Nationwide Arena,EDT
2014020414,Amalie Arena,EDT
2014020213,STAPLES Center,PDT
2014020197,First Niagara Center,EDT
2014020330,Pepsi Center,MDT
2014020475,Canadian Tire Centre,EDT
2014020345,Centre Bell,EDT
2014020396,Prudential Center,EDT
2014020135,Rogers Arena,PDT
2014020656,Nationwide Arena,EDT
2014021125,Xcel Energy Center,CDT
2014020649,BB&T Center,EDT
2014021142,TD Garden,EDT
2014020584,Prudential Center,EDT
2014021074,MTS Centre,CDT
2014020168,Pepsi Center,MDT
